PurchaseDate,StoreID,StoreLocation,PaymentMethod,DiscountApplied,DiscountPercent,ProductCost,Profit,FootTraffic,InventoryLevel,MarketingExpenditure,CompetitorPrice
13-07-2023,90,Chicago,Credit Card,FALSE,0,761.61,0,534,86,2003.68,634.8
28-09-2022,21,Phoenix,Debit Card,FALSE,0,583.73,0,547,61,8071.37,615.3
14-02-2021,2,San Antonio,Credit Card,FALSE,0,944.81,0,298,61,9237.13,931.21
22-04-2021,19,San Jose,Credit Card,TRUE,23,604.44,180.54999999999995,148,65,2896.53,903.35
09-09-2020,21,San Antonio,Mobile Payment,FALSE,0,627.74,0,740,29,1423.01,504.22
23-10-2021,51,Dallas,Online Transfer,TRUE,25,549.85,183.27999999999997,92,85,1457.26,848.57
08-09-2020,72,San Jose,Cash,FALSE,0,931.17,0,76,47,9469.2,764.33
04-01-2022,80,Los Angeles,Credit Card,FALSE,0,865.9,0,447,46,1954.82,717.09
22-12-2022,31,San Diego,Mobile Payment,TRUE,2,245.16,5,915,76,6235.39,259.76
18-02-2023,4,San Diego,Credit Card,TRUE,9,16.13,1.5899999999999999,249,64,3057.72,15.66
03-07-2021,16,New York,Debit Card,FALSE,0,681.39,0,429,0,7025.72,575.94
16-02-2023,16,Los Angeles,Debit Card,FALSE,0,307.94,0,426,73,6237.96,284.14
09-12-2022,34,Phoenix,Mobile Payment,FALSE,0,362.52,0,371,32,2865.18,365.53
28-03-2023,49,New York,Cash,TRUE,17,50.4,10.32,243,60,2747.91,55.12
23-03-2021,95,Los Angeles,Mobile Payment,TRUE,13,186.91,27.930000000000007,366,79,8898.72,245.94
11-06-2023,66,Philadelphia,Cash,TRUE,11,520.25,64.29999999999995,491,95,5198.69,511.18
29-09-2021,64,Philadelphia,Credit Card,TRUE,18,259.78,57.02000000000004,597,62,5326.93,267.46
02-11-2020,65,Los Angeles,Credit Card,FALSE,0,650.62,0,983,96,8864.16,535.01
03-01-2023,69,San Jose,Debit Card,TRUE,20,141.23,35.31,376,46,9370.7,170.24
02-08-2021,78,San Antonio,Debit Card,TRUE,22,590.15,166.45000000000005,912,24,648.74,713.42
14-01-2022,14,San Antonio,Online Transfer,FALSE,0,133.99,0,377,44,2783.8,140.85
01-03-2022,38,Philadelphia,Mobile Payment,TRUE,16,799.38,152.26,984,26,8567.5,1102.13
19-02-2022,76,Houston,Mobile Payment,TRUE,10,460.21,51.129999999999995,301,0,5240.13,540.92
05-08-2021,25,San Diego,Online Transfer,FALSE,0,699.67,0,726,45,7515.39,691.86
14-12-2020,80,San Antonio,Credit Card,TRUE,2,493.14,10.060000000000002,137,66,6697.8,463.95
25-10-2021,82,San Antonio,Online Transfer,TRUE,13,212.11,31.689999999999998,341,63,6373.85,290.01
26-01-2023,90,Los Angeles,Mobile Payment,FALSE,0,242.72,0,383,75,1855.35,284.62
29-03-2023,73,San Antonio,Mobile Payment,TRUE,30,527.93,226.2600000000001,575,35,1028.46,824.08
27-10-2020,34,Phoenix,Credit Card,TRUE,30,590.6,253.12,843,100,1342.34,859.43
19-04-2023,51,Philadelphia,Mobile Payment,TRUE,8,360.06,31.310000000000002,324,11,2346.88,355.38
08-12-2022,32,Phoenix,Online Transfer,FALSE,0,743.74,0,344,80,5160.67,660.5
27-01-2023,20,New York,Cash,TRUE,14,308.01,50.139999999999986,84,65,8068.73,337.03
21-04-2023,77,San Antonio,Mobile Payment,FALSE,0,510.76,0,156,67,4826.3,498.63
06-01-2022,56,Dallas,Credit Card,FALSE,0,255.11,0,693,45,8165.16,228.76
27-12-2020,39,Houston,Debit Card,TRUE,26,267.13,93.85000000000002,211,72,4921.69,295.13
12-03-2022,67,San Diego,Mobile Payment,TRUE,20,359.88,89.97000000000003,97,29,4806.37,530.64
25-01-2021,75,Dallas,Cash,FALSE,0,314.15,0,302,10,6539.26,268.32
15-12-2020,21,San Antonio,Online Transfer,TRUE,28,150.9,58.68000000000001,574,47,4650.65,187.2
13-02-2023,80,Chicago,Mobile Payment,TRUE,26,134.78,47.349999999999994,165,91,3389.28,204.57
26-01-2021,25,San Antonio,Online Transfer,TRUE,13,433.76,64.82,699,0,6030.9,479.22
17-04-2021,32,San Jose,Credit Card,FALSE,0,56.44,0,451,58,937.9,64.86
23-12-2022,77,San Jose,Cash,TRUE,2,691.49,14.110000000000014,929,0,8484.32,653.67
17-04-2021,42,Houston,Credit Card,FALSE,0,555.14,0,583,89,3662.4,646.24
11-06-2023,12,Chicago,Online Transfer,TRUE,30,40.52,17.36,844,99,6181.08,64.35
02-01-2021,12,Chicago,Mobile Payment,FALSE,0,839.53,0,616,94,2801.46,813.69
14-11-2022,71,Dallas,Credit Card,FALSE,0,427.64,0,509,82,1260.71,364.83
18-11-2022,51,New York,Cash,FALSE,0,297.62,0,624,42,5459.43,308.18
27-08-2022,25,Houston,Debit Card,FALSE,0,366.67,0,619,15,3189.94,314.34
10-09-2020,54,Houston,Mobile Payment,TRUE,8,714.11,62.10000000000002,664,95,7757.97,754.32
06-12-2020,11,Dallas,Online Transfer,TRUE,7,105.39,7.929999999999993,623,80,7661.29,109.27
26-08-2022,70,San Jose,Debit Card,FALSE,0,416.58,0,139,41,9731.58,407.79
15-08-2021,65,Chicago,Mobile Payment,FALSE,0,425.38,0,590,39,2424.2,502.25
07-12-2021,62,Dallas,Credit Card,FALSE,0,314.23,0,345,39,9910.56,282.05
10-06-2021,28,Philadelphia,Online Transfer,TRUE,2,607.85,12.399999999999977,796,21,4544.44,649.86
29-08-2022,67,Houston,Debit Card,TRUE,16,729.49,138.95000000000005,380,23,2449.57,783.76
23-08-2022,21,Philadelphia,Online Transfer,FALSE,0,904.68,0,616,7,4514.85,849.5
30-03-2023,3,Phoenix,Debit Card,TRUE,0,75.52,0,132,67,8610.02,82.73
31-05-2022,16,Philadelphia,Debit Card,FALSE,0,263.11,0,301,45,6438.53,211.33
26-04-2021,17,Houston,Debit Card,FALSE,0,830.95,0,917,65,8090.51,827.96
03-04-2023,94,San Jose,Cash,FALSE,0,314.62,0,685,54,3540.42,338.43
04-06-2023,30,Philadelphia,Mobile Payment,TRUE,7,482.1,36.289999999999964,807,86,7343.95,501.84
26-01-2021,42,Los Angeles,Online Transfer,TRUE,21,710.9,188.97000000000003,854,3,9637.83,905.45
25-11-2020,64,Dallas,Cash,FALSE,0,198.66,0,343,94,8629.65,227.51
06-06-2021,9,Houston,Mobile Payment,TRUE,21,632.21,168.05999999999995,430,43,2748.32,934.19
27-10-2020,78,San Jose,Credit Card,FALSE,0,779.41,0,66,54,6416.44,738.54
03-01-2021,38,San Antonio,Debit Card,TRUE,10,688.38,76.49000000000001,165,90,6295.34,723.52
24-10-2020,3,Phoenix,Debit Card,FALSE,0,613.45,0,570,5,3549.37,539.5
25-06-2021,92,Chicago,Debit Card,FALSE,0,698.36,0,510,4,6734.24,821
03-10-2021,77,Philadelphia,Mobile Payment,TRUE,26,113.37,39.829999999999984,991,35,1629.46,165.31
13-04-2022,40,San Antonio,Online Transfer,FALSE,0,472.37,0,495,82,3116.55,393.77
11-10-2020,76,Houston,Credit Card,TRUE,13,573.83,85.75,62,23,5229.62,599.91
21-03-2021,21,Philadelphia,Mobile Payment,TRUE,12,178.31,24.319999999999993,253,1,4106.12,203.61
01-01-2023,66,New York,Credit Card,TRUE,13,709.85,106.06999999999994,321,45,434.93,885.97
16-11-2020,90,San Diego,Credit Card,FALSE,0,542.07,0,951,89,3042.86,634.33
15-04-2021,64,San Diego,Credit Card,FALSE,0,55.39,0,796,67,6689.23,59.04
16-05-2023,41,New York,Mobile Payment,TRUE,0,749.33,0,206,59,5270.46,719.6
24-08-2020,69,Los Angeles,Debit Card,TRUE,4,220.6,9.189999999999998,803,42,4053.94,252.37
28-06-2021,71,New York,Online Transfer,TRUE,1,818.34,8.269999999999982,874,100,1251.14,772.32
29-12-2020,40,San Antonio,Credit Card,TRUE,5,179.72,9.460000000000008,487,17,2209.55,209.51
23-02-2022,40,San Jose,Mobile Payment,TRUE,22,611.39,172.44000000000005,411,27,9135.66,755.3
25-09-2020,100,San Antonio,Online Transfer,FALSE,0,378.05,0,379,41,2593.07,441.46
06-11-2020,39,San Antonio,Debit Card,FALSE,0,441.57,0,778,56,1725.46,470.42
12-10-2020,3,Los Angeles,Mobile Payment,TRUE,10,720.18,80.02,257,78,6640.02,938.31
27-04-2023,40,San Jose,Mobile Payment,TRUE,18,417.31,91.60000000000002,203,60,3989.9,466.01
18-11-2022,83,Phoenix,Mobile Payment,FALSE,0,300.56,0,859,41,5532.37,305.4
30-07-2021,60,San Jose,Debit Card,TRUE,5,644.54,33.92000000000007,338,76,2786.64,805.87
06-03-2023,18,Dallas,Credit Card,FALSE,0,498.8,0,952,43,5740,461.25
05-04-2023,56,Houston,Cash,FALSE,0,397.02,0,77,71,674.77,386.19
19-12-2020,9,San Diego,Online Transfer,FALSE,0,763.3,0,643,20,6633.94,761.77
14-10-2020,84,Philadelphia,Cash,TRUE,24,401.83,126.90000000000003,506,79,5045.59,555.88
15-12-2020,83,Philadelphia,Cash,TRUE,14,638.8,103.99000000000001,99,48,1849.94,773.66
22-01-2023,56,New York,Mobile Payment,FALSE,0,688.75,0,634,15,410.1,605.68
15-09-2020,33,San Antonio,Online Transfer,FALSE,0,32.05,0,336,35,253.85,28.77
17-10-2022,15,Chicago,Mobile Payment,TRUE,24,623.23,196.80999999999995,163,91,8227.6,977.9
22-11-2020,69,New York,Online Transfer,TRUE,15,614.76,108.49000000000001,390,14,6324.68,705.22
27-07-2021,96,San Antonio,Mobile Payment,TRUE,23,458.55,136.96999999999997,270,44,6072.43,496.9
13-08-2021,81,Dallas,Mobile Payment,TRUE,7,572.28,43.08000000000004,668,7,824.14,656.44
12-02-2023,23,Phoenix,Mobile Payment,TRUE,0,128.51,0,296,75,6052.8,122.67
03-12-2022,80,Philadelphia,Mobile Payment,TRUE,12,803.05,109.50999999999999,143,41,369.91,821.31
08-09-2020,72,New York,Cash,FALSE,0,874.84,0,504,13,7476.36,891.17
25-03-2023,32,San Jose,Mobile Payment,TRUE,12,583.96,79.63,499,46,7412.11,579.92
01-04-2021,49,San Antonio,Mobile Payment,TRUE,13,433.16,64.71999999999997,794,79,472.22,563.82
21-05-2021,70,San Diego,Debit Card,FALSE,0,831.81,0,618,79,7296.12,874.78
31-03-2021,6,San Diego,Credit Card,FALSE,0,924.85,0,144,92,8329.62,1058.41
02-10-2020,58,Chicago,Credit Card,FALSE,0,308.73,0,813,41,8377.89,320.5
15-06-2022,70,New York,Online Transfer,TRUE,3,427.95,13.240000000000009,522,4,3596.87,460.32
11-12-2020,6,Houston,Debit Card,FALSE,0,52.28,0,715,11,5024.81,61.87
22-07-2021,40,San Diego,Debit Card,TRUE,6,674.94,43.07999999999993,877,38,9204.46,772.9
29-07-2021,78,New York,Online Transfer,TRUE,19,553.88,129.91999999999996,791,86,6760.67,766.31
30-03-2022,96,Phoenix,Cash,FALSE,0,901.65,0,266,100,4435.47,988.55
17-03-2023,81,Dallas,Cash,TRUE,28,257.9,100.30000000000001,796,96,3674.15,361.31
30-07-2020,32,Houston,Cash,FALSE,0,620.62,0,210,55,6026.61,622.93
01-06-2023,54,San Diego,Online Transfer,FALSE,0,188.41,0,737,52,5510.09,171.22
30-09-2020,25,San Jose,Cash,TRUE,20,447.92,111.97999999999996,742,44,8177.23,620.27
07-08-2020,13,San Diego,Debit Card,FALSE,0,974.35,0,94,28,599.46,780.82
17-01-2023,42,San Diego,Credit Card,FALSE,0,456.1,0,90,1,8242.73,383.29
26-04-2021,74,Los Angeles,Mobile Payment,FALSE,0,438.24,0,139,49,4566.92,363.47
17-03-2021,32,New York,Debit Card,FALSE,0,117.68,0,678,29,6250.13,95.74
10-12-2022,17,New York,Online Transfer,FALSE,0,964.53,0,494,60,2153.73,873.85
24-04-2023,92,San Diego,Online Transfer,TRUE,6,32.77,2.0899999999999963,837,23,9202.95,31.85
06-09-2021,17,Phoenix,Cash,FALSE,0,575.64,0,484,91,8270.36,678.08
22-02-2022,36,Dallas,Credit Card,FALSE,0,438.52,0,613,73,6742.57,399.32
21-01-2021,7,Los Angeles,Debit Card,FALSE,0,548.65,0,609,88,4057.81,612.92
04-10-2022,63,Dallas,Credit Card,FALSE,0,256.07,0,434,15,1982.24,254.62
21-11-2022,37,Chicago,Online Transfer,FALSE,0,269.22,0,133,37,4693.61,294.08
27-04-2023,80,Los Angeles,Online Transfer,TRUE,15,536.83,94.73,391,4,6578.23,607.39
19-09-2021,82,Chicago,Credit Card,FALSE,0,196.23,0,388,27,8314.56,200.77
15-12-2021,9,San Jose,Debit Card,TRUE,9,54.75,5.420000000000002,299,67,6531.16,49.42
24-12-2020,83,Dallas,Mobile Payment,FALSE,0,700.25,0,942,73,4298.43,638.11
21-08-2022,37,San Diego,Debit Card,TRUE,1,653.62,6.600000000000023,679,70,444.61,702.09
04-01-2022,34,San Diego,Cash,FALSE,0,756.1,0,99,71,1507.79,750.2
12-01-2021,67,New York,Online Transfer,FALSE,0,87.96,0,657,53,6816.01,101.88
29-09-2021,91,Houston,Mobile Payment,FALSE,0,401.78,0,772,86,2036.06,452.47
07-07-2023,82,San Jose,Online Transfer,TRUE,18,79.48,17.450000000000003,959,100,7897.91,94.47
24-12-2022,23,San Diego,Online Transfer,TRUE,26,356.32,125.19999999999999,650,67,9423.53,454.15
12-07-2023,18,Dallas,Mobile Payment,TRUE,13,72.29,10.799999999999997,889,84,9737.36,97.99
08-09-2021,33,San Diego,Mobile Payment,FALSE,0,698.11,0,257,14,9229.56,626.47
09-07-2021,78,Houston,Credit Card,TRUE,17,360.34,73.80000000000001,718,93,2368.99,477.94
11-09-2021,36,Chicago,Online Transfer,TRUE,13,180.29,26.939999999999998,881,3,6223.3,229.86
20-02-2023,1,San Diego,Credit Card,TRUE,7,27.58,2.080000000000002,407,8,2170.89,27.95
07-01-2023,30,Chicago,Cash,TRUE,18,671.06,147.30000000000007,807,38,2084.75,769.56
06-04-2022,69,San Diego,Online Transfer,FALSE,0,794.98,0,422,76,4990.8,737.88
29-01-2021,67,Dallas,Online Transfer,FALSE,0,863.98,0,657,87,5866.27,810.84
23-04-2022,86,Philadelphia,Debit Card,TRUE,26,57.34,20.14,165,92,5338.57,79.91
03-06-2022,13,New York,Debit Card,FALSE,0,308.13,0,300,75,3063.85,316.24
27-01-2022,10,San Diego,Credit Card,TRUE,17,271.43,55.589999999999975,173,44,9653.72,379
01-11-2022,43,San Jose,Debit Card,TRUE,9,620.82,61.39999999999998,774,26,2517.55,757.9
11-02-2022,24,Phoenix,Online Transfer,TRUE,17,208.28,42.66,559,61,6289.58,231.9
13-10-2022,28,Houston,Debit Card,FALSE,0,865.05,0,68,71,7257.14,857.95
31-03-2021,59,Philadelphia,Cash,FALSE,0,563.61,0,223,76,4011.98,471.42
17-03-2023,77,San Jose,Cash,TRUE,13,124.47,18.599999999999994,296,13,2778.1,148.78
12-01-2021,42,Houston,Debit Card,FALSE,0,165.62,0,268,41,1242.95,188.31
30-11-2022,45,Los Angeles,Credit Card,FALSE,0,816.39,0,102,26,5546.96,666.9
29-05-2023,1,Phoenix,Online Transfer,TRUE,6,617.9,39.440000000000055,627,36,6970.07,786.68
28-11-2020,5,Phoenix,Credit Card,FALSE,0,609.88,0,938,82,7707.92,680.67
10-11-2022,51,Phoenix,Debit Card,TRUE,10,735.26,81.69000000000005,535,26,9631.31,967.45
28-08-2020,69,San Antonio,Debit Card,TRUE,25,732.04,244.01,120,31,105.29,1128.06
06-03-2023,63,San Diego,Credit Card,FALSE,0,808.34,0,287,49,8999.14,726.03
09-08-2022,79,San Jose,Debit Card,TRUE,23,444.88,132.88,492,16,5679.1,654.62
19-11-2022,7,San Jose,Online Transfer,TRUE,4,956.04,39.84000000000003,593,79,4898.61,1141.33
14-01-2022,98,Philadelphia,Cash,FALSE,0,767.64,0,842,12,7123.73,719.91
30-06-2023,75,San Diego,Online Transfer,TRUE,23,515.92,154.11,762,63,7333.07,794.79
13-11-2022,47,Houston,Credit Card,FALSE,0,464.75,0,891,88,193.04,470.37
20-02-2022,15,New York,Mobile Payment,TRUE,28,429.98,167.21000000000004,222,53,7570.05,639.46
31-01-2022,40,Chicago,Mobile Payment,FALSE,0,933.04,0,720,90,2279.65,777.04
26-03-2021,87,Los Angeles,Credit Card,TRUE,17,417.71,85.55000000000001,227,67,6713.12,451.21
04-11-2020,44,San Antonio,Cash,TRUE,9,263.04,26.019999999999982,657,72,9710.53,233.08
11-08-2021,62,Houston,Debit Card,TRUE,9,820.96,81.18999999999994,174,76,2586.77,1030.07
19-04-2022,46,Philadelphia,Online Transfer,TRUE,29,298.31,121.85000000000002,517,4,7348.43,340.18
12-06-2022,70,San Antonio,Credit Card,TRUE,17,603.61,123.63,178,96,2850.33,695.81
05-12-2020,44,San Diego,Cash,TRUE,20,567.46,141.87,726,53,3233.9,799.68
23-11-2021,50,San Diego,Cash,TRUE,19,370.16,86.82999999999998,682,86,1606.47,453.12
28-03-2021,44,Chicago,Mobile Payment,FALSE,0,366.96,0,630,90,800.15,297
15-11-2020,13,Phoenix,Debit Card,TRUE,11,596.23,73.68999999999994,617,74,7625.07,727.17
16-07-2022,92,San Jose,Mobile Payment,TRUE,7,456.19,34.339999999999975,142,0,4836.11,477.4
03-08-2020,71,Los Angeles,Credit Card,FALSE,0,781.91,0,515,64,9679.15,681.99
27-08-2020,12,San Diego,Debit Card,TRUE,6,538.39,34.370000000000005,111,28,7037.58,551.32
01-11-2020,21,Philadelphia,Cash,TRUE,30,190.23,81.53,650,95,6616.52,317.56
17-04-2023,32,San Jose,Credit Card,FALSE,0,221.65,0,704,94,3141.3,226.84
31-05-2021,69,Los Angeles,Mobile Payment,FALSE,0,842.3,0,692,46,5114.47,936.19
27-03-2023,65,New York,Credit Card,TRUE,12,619.21,84.43999999999994,929,97,6047.86,779.61
13-03-2021,33,Houston,Online Transfer,TRUE,13,709.52,106.01999999999998,336,61,9569.86,947.77
30-05-2021,52,Phoenix,Credit Card,FALSE,0,769.26,0,700,10,3598.84,652.64
03-06-2023,35,Chicago,Debit Card,TRUE,29,665.36,271.76,570,47,8944.63,771.83
25-05-2023,12,San Jose,Online Transfer,FALSE,0,156.33,0,777,82,5882.02,129.18
24-06-2022,64,Los Angeles,Mobile Payment,TRUE,24,167.68,52.94999999999999,186,11,5960.98,252.65
03-12-2022,63,Chicago,Mobile Payment,FALSE,0,412.12,0,816,36,2369.51,456.65
04-06-2023,23,Houston,Mobile Payment,TRUE,2,131.86,2.6899999999999977,759,66,3685.06,137.58
01-12-2021,13,New York,Debit Card,TRUE,10,544.99,60.549999999999955,139,4,3006.73,709.47
19-01-2023,94,Chicago,Credit Card,FALSE,0,318.08,0,657,73,9071.43,315.21
21-01-2021,93,Houston,Credit Card,TRUE,4,47.75,1.990000000000002,285,81,3585.62,42
27-11-2020,7,Dallas,Mobile Payment,FALSE,0,912.06,0,457,26,7749.03,781.67
09-03-2022,40,Dallas,Debit Card,FALSE,0,870.92,0,461,12,9425.2,854.66
01-12-2021,50,Phoenix,Cash,TRUE,4,130.69,5.449999999999989,238,58,7804.29,109.4
05-10-2022,29,New York,Debit Card,TRUE,0,401.34,0,344,57,5815.74,453.82
19-04-2021,37,Dallas,Credit Card,TRUE,29,594.48,242.81999999999994,338,45,8715.06,834
06-03-2021,83,Houston,Mobile Payment,FALSE,0,455.85,0,393,95,3280.16,434.88
02-02-2021,30,New York,Cash,FALSE,0,43.33,0,293,91,5196.02,49.57
10-03-2023,59,Chicago,Cash,FALSE,0,528.41,0,224,43,5950.11,428.5
13-05-2022,81,New York,Debit Card,FALSE,0,816.29,0,187,45,6557.95,848.81
06-10-2020,38,San Antonio,Debit Card,TRUE,10,123.64,13.739999999999995,700,14,6425.19,163.48
20-06-2021,1,Phoenix,Mobile Payment,TRUE,25,11.84,3.9499999999999993,372,11,2547.73,13.94
30-09-2022,67,Chicago,Debit Card,FALSE,0,277.82,0,177,80,1838.2,299.9
27-04-2022,78,San Antonio,Credit Card,FALSE,0,420.62,0,898,93,7566.61,409.61
29-05-2023,64,San Antonio,Mobile Payment,TRUE,30,289.94,124.25999999999999,839,49,4832.58,443.14
13-03-2023,53,Dallas,Credit Card,TRUE,12,35.57,4.850000000000001,876,60,3444.13,35.08
24-12-2021,77,Dallas,Credit Card,FALSE,0,992.81,0,366,69,4574.17,1001.22
11-07-2023,86,San Antonio,Online Transfer,TRUE,5,378.8,19.939999999999998,969,45,4148.67,325.04
01-01-2023,80,New York,Online Transfer,FALSE,0,359.55,0,831,95,550.16,307.36
29-07-2022,82,New York,Online Transfer,TRUE,20,286.17,71.53999999999996,679,95,2024.58,377.46
16-01-2021,75,Philadelphia,Credit Card,TRUE,25,273.79,91.25999999999999,479,63,9302.51,374.62
16-05-2022,44,New York,Mobile Payment,FALSE,0,297.73,0,239,100,284.62,335.45
06-04-2023,81,New York,Cash,TRUE,27,85.95,31.789999999999992,488,68,4864.62,94.98
18-12-2020,53,Phoenix,Online Transfer,FALSE,0,297.85,0,692,86,1457.99,284.5
03-02-2023,87,Los Angeles,Mobile Payment,FALSE,0,496.8,0,746,6,7269.97,556.5
27-09-2022,76,New York,Cash,FALSE,0,404.94,0,732,75,7002.25,340.76
11-12-2020,54,Houston,Cash,TRUE,10,438.1,48.67999999999995,201,52,2910.03,577.61
16-12-2021,10,Houston,Mobile Payment,FALSE,0,284.49,0,450,81,8902.17,312.52
27-04-2023,59,New York,Online Transfer,FALSE,0,342.04,0,79,83,2093.69,294.14
11-11-2021,66,Dallas,Cash,FALSE,0,611.75,0,735,13,1815.91,632.96
24-09-2022,55,New York,Mobile Payment,TRUE,17,21.05,4.309999999999999,377,33,618.31,24.33
18-03-2021,57,Dallas,Credit Card,TRUE,12,227.77,31.059999999999974,800,15,6553.62,301.56
11-10-2021,52,New York,Online Transfer,TRUE,24,433.77,136.98000000000002,223,70,2319.82,673.29
18-08-2020,1,Philadelphia,Online Transfer,TRUE,20,709.92,177.48000000000002,586,69,1462.41,777.14
03-01-2022,70,San Antonio,Cash,FALSE,0,582.65,0,853,68,697.57,686.28
13-05-2023,29,Philadelphia,Credit Card,TRUE,24,73.93,23.349999999999994,850,79,7065.45,114.04
01-11-2020,32,Phoenix,Credit Card,FALSE,0,71.24,0,966,68,7084.95,63.68
10-02-2023,48,San Antonio,Mobile Payment,TRUE,3,458.16,14.169999999999959,713,35,3085.76,463.44
18-11-2020,53,San Jose,Credit Card,FALSE,0,185.76,0,996,32,3983.42,222.38
24-09-2020,16,San Diego,Credit Card,TRUE,21,539.07,143.29999999999995,545,41,1901.92,639.22
08-06-2021,62,San Jose,Credit Card,FALSE,0,775.12,0,169,97,465.45,687.41
23-04-2022,62,New York,Debit Card,TRUE,8,22.75,1.9800000000000004,189,94,9258.22,20.65
21-07-2021,53,Los Angeles,Online Transfer,FALSE,0,732.31,0,788,26,614.49,684.33
08-10-2021,22,San Jose,Mobile Payment,TRUE,10,133.98,14.890000000000015,537,57,378.67,142.1
29-11-2022,9,Los Angeles,Mobile Payment,TRUE,8,324.66,28.22999999999996,519,56,3702.53,312.03
10-01-2022,26,Houston,Debit Card,TRUE,16,136.85,26.069999999999993,165,13,9285.84,164.73
15-09-2022,59,San Diego,Debit Card,TRUE,16,751.69,143.17999999999995,88,99,6844.48,892.21
09-09-2022,54,Philadelphia,Online Transfer,FALSE,0,697.1,0,757,17,4086.45,563.46
24-01-2021,34,New York,Debit Card,FALSE,0,432.47,0,793,56,1878.39,397.59
28-04-2022,84,Dallas,Credit Card,TRUE,1,637.81,6.440000000000055,512,3,2356.75,717.24
18-03-2022,72,San Jose,Cash,TRUE,26,251.14,88.24000000000001,707,28,6777.69,299.47
11-03-2023,44,Chicago,Online Transfer,FALSE,0,490.15,0,1000,20,6144.69,495.28
22-10-2021,94,Philadelphia,Credit Card,TRUE,8,493.41,42.910000000000025,718,59,2608.12,434.75
22-07-2021,13,Dallas,Cash,FALSE,0,783.76,0,754,21,2421.2,907.18
23-05-2021,58,Dallas,Credit Card,FALSE,0,594.09,0,778,98,3568.59,631.88
31-10-2021,35,Dallas,Online Transfer,TRUE,24,362.69,114.53000000000003,983,55,5254.84,452.63
25-07-2021,55,New York,Debit Card,TRUE,6,409.64,26.150000000000034,427,24,540.56,477.35
26-09-2022,51,Chicago,Mobile Payment,FALSE,0,764.65,0,725,96,8994.57,815.5
04-11-2021,58,Dallas,Online Transfer,TRUE,21,482.89,128.36,83,52,1934.82,603.48
23-12-2020,24,Los Angeles,Online Transfer,TRUE,1,809.73,8.18,69,25,6765.4,679.43
14-08-2020,33,San Jose,Cash,TRUE,24,281.08,88.75999999999999,210,38,6525.45,434.31
25-05-2022,21,Chicago,Credit Card,FALSE,0,875.12,0,634,82,7143.99,909.32
30-07-2021,52,San Antonio,Online Transfer,TRUE,7,231.64,17.430000000000007,341,79,8352.99,208.17
16-02-2021,52,San Diego,Online Transfer,FALSE,0,78.74,0,467,45,660.57,67.31
11-02-2022,9,Dallas,Cash,TRUE,0,462.6,0,325,88,2845.01,530.62
02-11-2022,100,San Jose,Cash,FALSE,0,421.85,0,321,46,9025,443.69
29-05-2023,72,San Jose,Debit Card,FALSE,0,421.74,0,801,37,9075.12,355.52
21-02-2021,52,Houston,Cash,TRUE,25,547.15,182.38,368,40,6266.04,696.49
19-09-2022,94,Phoenix,Online Transfer,FALSE,0,266.19,0,475,91,918.49,300.15
21-06-2023,40,Los Angeles,Debit Card,TRUE,7,26.56,2,503,2,3379.83,25.62
06-03-2023,45,New York,Mobile Payment,FALSE,0,925.05,0,223,56,9635.06,890.79
20-01-2023,61,San Antonio,Debit Card,FALSE,0,328.39,0,883,29,8204.13,279.04
07-03-2021,65,Dallas,Mobile Payment,FALSE,0,699.9,0,822,83,6509.74,680.51
11-09-2020,87,Los Angeles,Mobile Payment,FALSE,0,866.21,0,359,52,3422.15,1000.86
16-04-2022,54,San Antonio,Credit Card,FALSE,0,581.97,0,533,41,2760.96,487.43
25-04-2022,30,Houston,Credit Card,FALSE,0,944.16,0,456,41,7285.3,933.62
27-05-2023,84,Dallas,Credit Card,TRUE,13,112.17,16.760000000000005,859,16,730,104.97
20-02-2021,41,Los Angeles,Cash,FALSE,0,402.25,0,734,15,3543.75,377.37
26-02-2023,55,Chicago,Online Transfer,TRUE,8,813.32,70.71999999999991,441,2,6581.83,921.18
21-11-2022,85,San Antonio,Cash,TRUE,17,76.58,15.689999999999998,482,95,9849.01,91.3
26-09-2022,88,Houston,Credit Card,TRUE,11,282.9,34.960000000000036,85,9,4480.42,371.22
28-03-2022,38,New York,Online Transfer,FALSE,0,103.26,0,401,81,4792.55,84.43
11-09-2021,1,New York,Credit Card,TRUE,22,618.76,174.51999999999998,657,2,9404.4,707.57
19-01-2022,8,Chicago,Credit Card,FALSE,0,444.46,0,483,82,3564.8,397.1
09-08-2022,15,Houston,Debit Card,FALSE,0,344.59,0,317,52,6840.97,387.38
20-08-2021,77,Phoenix,Debit Card,TRUE,3,65.98,2.039999999999992,477,36,3833.95,64.77
13-12-2022,88,San Antonio,Debit Card,FALSE,0,793.51,0,274,23,4475.22,642.08
05-01-2023,79,Phoenix,Online Transfer,FALSE,0,83,0,976,35,7637.83,74.64
08-01-2021,100,Chicago,Credit Card,FALSE,0,577.95,0,980,30,5438.85,623.34
16-04-2021,42,San Antonio,Online Transfer,TRUE,6,810.33,51.719999999999914,349,29,7143.55,987.42
10-05-2023,58,Los Angeles,Online Transfer,TRUE,1,553.32,5.589999999999918,243,75,982.78,487.57
04-07-2021,66,Dallas,Debit Card,FALSE,0,894.77,0,87,79,5157.29,777.76
26-03-2021,99,San Antonio,Mobile Payment,TRUE,24,202.14,63.84000000000003,632,6,637.76,233.53
